checking_balance,months_loan_duration,credit_history,purpose,amount,savings_balance,employment_length,installment_rate,personal_status,other_debtors,residence_history,property,age,installment_plan,housing,existing_credits,default,dependents,has_telephone,foreign_worker,job,gender
97.24587458745874,24,critical,car (used),2197,781.5703794369645,4 years,4,single,none,11 years,other,43,none,own,2,0,2,1,yes,skilled employee,male
-10.0,15,repaid,radio/tv,1053,92.0,7 months,4,married,none,6 months,real estate,27,none,own,1,0,1,0,no,skilled employee,male
97.24587458745874,24,repaid,radio/tv,3235,912.0,14 years,3,divorced,none,4 months,other,26,none,own,1,0,1,1,yes,mangement self-employed,male
314.0,12,critical,car (new),939,811.0,7 years,4,married,none,1 months,real estate,28,none,own,3,1,1,1,yes,skilled employee,male
84.0,24,repaid,radio/tv,1967,85.0,16 years,4,single,none,14 years,other,20,none,own,1,0,1,1,yes,skilled employee,female
97.24587458745874,33,critical,car (used),7253,36.0,4 years,3,single,none,1 months,other,35,none,own,2,0,1,1,yes,mangement self-employed,male
97.24587458745874,12,critical,business,2292,42.0,1 years,4,single,none,9 months,other,42,stores,own,2,1,1,1,yes,mangement self-employed,male
97.24587458745874,10,repaid,car (new),1597,745.0,2 years,3,single,none,3 months,unknown/none,40,none,rent,1,0,2,0,no,unskilled resident,male
-12.0,24,repaid,car (new),1381,781.5703794369645,2 years,4,single,none,2 months,building society savings,35,none,own,1,1,1,0,yes,skilled employee,female
97.24587458745874,36,critical,car (used),5842,45.0,14 years,2,single,none,7 months,building society savings,35,none,own,2,0,2,1,yes,skilled employee,male
-25.0,12,repaid,car (new),2579,10.0,8 months,4,single,none,0 months,real estate,33,none,own,1,1,2,0,yes,unskilled resident,male
-27.0,18,delayed,education,8471,781.5703794369645,1 years,1,single,none,1 months,other,23,none,rent,2,0,1,1,yes,skilled employee,female
97.24587458745874,21,repaid,car (new),2782,914.0,4 years,1,single,none,2 months,other,31,bank,own,1,0,1,0,yes,mangement self-employed,female
110.0,18,repaid,car (new),1042,781.5703794369645,3 years,4,single,none,5 months,building society savings,33,none,own,1,1,1,0,yes,skilled employee,female
97.24587458745874,15,repaid,car (new),3186,13074.0,6 years,2,single,none,1 years,other,20,none,rent,1,0,1,0,yes,skilled employee,female
132.0,12,repaid,car (used),2028,781.5703794369645,1 years,4,single,none,4 months,other,30,none,own,1,0,1,0,yes,skilled employee,male
170.0,12,critical,car (new),958,3.0,7 years,2,single,none,2 years,real estate,47,none,own,2,0,2,0,yes,unskilled resident,male
97.24587458745874,21,delayed,furniture,1591,232.0,4 years,4,single,none,1 years,real estate,34,none,own,2,0,1,0,yes,mangement self-employed,male
159.0,12,repaid,furniture,2762,781.5703794369645,12 years,1,single,none,9 months,building society savings,25,bank,own,1,1,1,1,yes,skilled employee,female
30.0,18,repaid,car (used),2779,55.0,2 years,1,married,none,1 years,other,21,none,rent,1,0,1,1,yes,skilled employee,male
97.24587458745874,28,critical,radio/tv,2743,24.0,12 years,4,single,none,9 months,other,29,none,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,18,critical,radio/tv,1149,1216.0,1 years,4,single,none,2 years,real estate,46,none,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,9,repaid,furniture,1313,89.0,10 years,1,single,none,23 years,other,20,none,own,1,0,1,0,yes,skilled employee,male
-50.0,18,critical,repairs,1190,70.0,1 years,2,single,none,13 years,unknown/none,55,none,for free,3,1,2,0,yes,unemployed non-resident,female
97.24587458745874,5,repaid,business,3448,3.0,7 years,1,single,none,14 years,real estate,74,none,own,1,0,1,0,yes,unskilled resident,male
92.0,24,repaid,others,11328,22.0,2 years,2,single,co-applicant,2 years,other,29,bank,own,2,1,1,1,yes,mangement self-employed,male
-47.0,6,critical,furniture,1872,34.0,1 years,4,single,none,13 years,unknown/none,36,none,for free,3,0,1,1,yes,mangement self-employed,male
97.24587458745874,24,critical,repairs,2058,71.0,3 years,4,divorced,none,7 months,real estate,33,none,own,2,0,1,1,yes,skilled employee,male
-21.0,9,repaid,furniture,2136,71.0,2 years,3,single,none,0 months,real estate,25,none,own,1,0,1,0,yes,skilled employee,male
87.0,12,repaid,radio/tv,1484,781.5703794369645,1 years,2,married,none,0 months,real estate,25,none,own,1,1,1,1,yes,skilled employee,male
97.24587458745874,6,repaid,repairs,660,561.0,5 years,2,married,none,8 years,real estate,23,none,rent,1,0,1,0,yes,unskilled resident,male
97.24587458745874,24,critical,car (new),1287,18318.0,12 years,4,single,none,5 years,real estate,37,none,own,2,0,1,1,yes,skilled employee,female
-7.0,42,critical,repairs,3394,61.0,1 years,4,single,co-applicant,20 years,other,65,none,own,2,0,1,0,yes,unemployed non-resident,male
397.0,12,fully repaid this bank,business,609,74.0,3 months,4,single,none,0 months,real estate,26,none,own,1,1,1,0,yes,unemployed non-resident,female
97.24587458745874,12,repaid,car (new),1884,89.0,9 years,4,single,none,18 years,other,39,none,own,1,0,1,1,yes,mangement self-employed,male
-22.0,12,repaid,furniture,1620,29.0,3 years,2,single,co-applicant,1 years,building society savings,30,none,own,1,0,1,0,yes,skilled employee,female
110.0,20,delayed,others,2629,40.0,2 years,2,single,none,2 years,other,29,bank,own,2,0,1,1,yes,skilled employee,male
97.24587458745874,12,repaid,education,719,32.0,13 years,4,single,none,10 years,other,41,bank,own,1,1,2,0,yes,unskilled resident,male
69.0,48,critical,furniture,5096,95.0,2 years,2,single,none,1 years,other,30,none,own,1,1,1,1,yes,mangement self-employed,female
97.24587458745874,9,critical,education,1244,781.5703794369645,12 years,4,single,none,16 years,building society savings,41,none,rent,2,0,1,0,yes,unskilled resident,female
-24.0,36,repaid,car (new),1842,3.0,8 months,4,single,none,24 years,other,34,none,own,1,1,1,1,yes,skilled employee,female
82.0,7,repaid,radio/tv,2576,18.0,3 years,2,single,guarantor,1 months,real estate,35,none,own,1,0,1,0,yes,skilled employee,male
745.0,12,repaid,furniture,1424,781.5703794369645,13 years,3,single,none,12 years,real estate,55,none,own,1,0,1,1,yes,mangement self-employed,female
190.0,15,delayed,repairs,1512,1525.0,1 years,3,married,none,1 years,building society savings,61,stores,own,2,1,1,0,yes,skilled employee,male
97.24587458745874,36,critical,car (used),11054,781.5703794369645,3 years,4,single,none,3 months,other,30,none,own,1,0,1,1,yes,mangement self-employed,male
97.24587458745874,6,repaid,radio/tv,518,26.0,1 years,3,single,none,2 years,real estate,29,none,own,1,0,1,0,yes,skilled employee,female
97.24587458745874,12,fully repaid,furniture,2759,83.0,12 years,2,single,none,15 years,building society savings,34,none,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,24,repaid,car (used),2670,86.0,19 years,4,single,none,22 years,other,35,none,own,1,0,1,1,yes,mangement self-employed,male
-45.0,24,repaid,car (new),4817,87.0,7 years,2,single,co-applicant,2 years,building society savings,31,none,own,1,1,1,1,yes,skilled employee,male
97.24587458745874,24,repaid,car (used),2679,35.0,8 months,4,single,none,2 years,unknown/none,29,none,own,1,0,1,1,yes,mangement self-employed,female
-8.0,11,critical,car (new),3905,96.0,1 years,2,single,none,11 months,real estate,36,none,rent,2,0,2,0,yes,skilled employee,male
-38.0,12,repaid,car (used),3386,87.0,17 years,3,single,none,13 years,unknown/none,35,none,for free,1,1,1,1,yes,skilled employee,male
-37.0,6,repaid,domestic appliances,343,30.0,10 months,4,single,none,2 years,real estate,27,none,own,1,0,1,0,yes,skilled employee,female
97.24587458745874,18,repaid,radio/tv,4594,68.0,4 months,3,single,none,0 months,other,32,none,own,1,0,1,1,yes,skilled employee,male
-29.0,36,repaid,furniture,3620,62.0,3 years,1,single,guarantor,9 months,building society savings,37,none,own,1,0,2,0,yes,skilled employee,male
-43.0,15,repaid,car (new),1721,22.0,7 months,2,single,none,2 years,real estate,36,none,own,1,0,1,0,yes,skilled employee,male
168.0,12,repaid,furniture,3017,91.0,9 months,3,single,none,2 years,real estate,34,none,rent,1,0,1,0,yes,mangement self-employed,female
82.0,12,repaid,retraining,754,781.5703794369645,13 years,4,single,none,19 years,building society savings,38,none,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,18,repaid,business,1950,53.0,4 years,4,single,none,2 years,other,34,stores,own,2,0,1,1,yes,skilled employee,male
-24.0,24,repaid,car (used),2924,37.0,3 years,3,single,guarantor,6 years,unknown/none,63,bank,own,1,0,2,1,yes,skilled employee,male
-47.0,24,delayed,radio/tv,1659,88.0,11 months,4,single,none,10 months,other,29,none,rent,1,1,1,1,yes,unskilled resident,female
97.24587458745874,48,delayed,radio/tv,7238,781.5703794369645,12 years,3,single,none,1 years,other,32,bank,own,2,0,2,0,yes,skilled employee,male
97.24587458745874,33,delayed,business,2764,15.0,1 years,2,single,none,3 months,other,26,none,own,2,0,1,1,yes,skilled employee,female
97.24587458745874,24,delayed,car (used),4679,25.0,4 years,3,single,none,4 years,other,35,none,own,2,0,1,1,yes,unskilled resident,male
150.0,24,repaid,radio/tv,3092,168.0,11 months,3,married,none,2 months,other,22,none,rent,1,1,1,1,yes,skilled employee,male
-42.0,6,repaid,education,448,52.0,7 months,4,single,none,22 years,building society savings,23,none,own,1,1,1,0,yes,skilled employee,female
-45.0,9,repaid,car (new),654,98.0,3 years,4,single,none,4 years,other,28,none,own,1,1,1,0,yes,unskilled resident,male
97.24587458745874,6,repaid,retraining,1238,781.5703794369645,1 years,4,single,none,15 years,building society savings,36,none,own,1,0,2,1,yes,mangement self-employed,male
116.0,18,critical,radio/tv,1245,33.0,2 years,4,married,none,1 months,other,33,none,own,1,1,1,0,yes,skilled employee,male
-46.0,18,fully repaid,furniture,3114,69.0,3 months,1,single,none,10 years,building society savings,26,none,rent,1,1,1,0,yes,skilled employee,female
97.24587458745874,39,repaid,car (used),2569,817.0,3 years,4,single,none,16 years,other,24,none,own,1,0,1,0,yes,skilled employee,male
282.0,24,repaid,radio/tv,5152,16.0,5 years,4,single,none,8 months,other,25,bank,own,1,0,1,0,yes,skilled employee,male
174.0,12,repaid,business,1037,126.0,5 years,3,single,none,12 years,real estate,39,none,own,1,0,1,0,yes,unskilled resident,male
-33.0,15,critical,furniture,1478,54.0,15 years,4,single,none,18 years,other,44,none,own,2,0,2,1,yes,skilled employee,male
167.0,12,critical,radio/tv,3573,31.0,3 years,1,single,none,2 years,real estate,23,none,own,1,0,1,0,yes,unskilled resident,female
138.0,24,repaid,car (new),1201,1.0,6 months,4,single,none,2 years,building society savings,26,none,own,1,0,1,0,yes,skilled employee,male
-44.0,30,repaid,furniture,3622,14957.0,14 years,4,single,none,6 years,building society savings,57,none,rent,2,0,1,1,yes,skilled employee,female
97.24587458745874,15,delayed,furniture,960,16242.0,4 years,3,single,none,2 months,building society savings,30,none,own,2,0,1,0,yes,skilled employee,female
97.24587458745874,12,critical,car (new),1163,704.0,1 years,4,single,none,17 years,real estate,44,none,own,1,0,1,1,yes,skilled employee,male
72.0,6,delayed,car (new),1209,9.0,1 years,4,single,none,9 years,building society savings,47,none,own,1,1,1,1,yes,mangement self-employed,male
97.24587458745874,12,repaid,radio/tv,3077,70.0,3 years,2,single,none,12 years,other,52,none,own,1,0,1,1,yes,skilled employee,male
97.24587458745874,24,repaid,car (new),3757,36.0,15 years,4,single,co-applicant,5 years,unknown/none,62,none,for free,1,0,1,1,yes,skilled employee,female
97.24587458745874,10,repaid,car (new),1418,388.0,1 years,3,single,none,1 months,real estate,35,none,rent,1,0,1,0,no,unskilled resident,male
97.24587458745874,6,repaid,car (new),3518,30.0,2 years,2,single,guarantor,4 years,building society savings,26,none,rent,1,0,1,0,yes,skilled employee,male
97.24587458745874,12,critical,radio/tv,1934,50.0,7 years,2,single,none,7 months,unknown/none,26,none,own,2,0,1,0,yes,skilled employee,male
155.0,27,fully repaid,business,8318,76.0,10 years,2,single,none,11 years,unknown/none,42,none,for free,2,1,1,1,yes,mangement self-employed,female
97.24587458745874,6,critical,radio/tv,1237,153.0,1 years,1,single,none,2 years,building society savings,27,none,own,2,0,1,0,yes,skilled employee,female
182.0,6,repaid,radio/tv,368,781.5703794369645,15 years,4,single,none,22 years,building society savings,38,none,own,1,0,1,0,yes,skilled employee,male
-12.0,12,critical,car (new),2122,11.0,2 years,3,single,none,2 months,real estate,39,none,rent,2,0,2,0,no,unskilled resident,male
-26.0,24,repaid,furniture,2996,781.5703794369645,3 years,2,married,none,9 years,other,20,none,own,1,1,1,0,yes,skilled employee,male
74.0,36,repaid,furniture,9034,305.0,9 months,4,single,co-applicant,0 months,unknown/none,29,none,rent,1,1,1,1,yes,mangement self-employed,male
97.24587458745874,24,critical,furniture,1585,30.0,4 years,4,single,none,2 years,building society savings,40,none,own,2,0,1,0,yes,skilled employee,male
153.0,18,repaid,radio/tv,1301,88.0,19 years,4,married,guarantor,0 months,real estate,32,none,own,1,0,1,0,yes,unskilled resident,male
288.0,6,critical,car (new),1323,283.0,18 years,2,divorced,none,20 years,other,28,none,own,2,0,2,1,yes,skilled employee,male
-4.0,24,repaid,car (new),3123,60.0,2 months,4,single,none,0 months,building society savings,27,none,own,1,1,1,0,yes,skilled employee,female
-20.0,36,repaid,car (used),5493,51.0,14 years,2,single,none,10 years,unknown/none,42,none,for free,1,0,2,0,yes,skilled employee,male
495.0,9,repaid,radio/tv,1126,106.0,15 years,2,divorced,none,19 years,real estate,49,none,own,1,0,1,0,yes,skilled employee,male
148.0,24,critical,radio/tv,1216,329.0,7 months,4,single,none,16 years,unknown/none,38,bank,own,2,1,2,0,yes,skilled employee,male
-30.0,24,repaid,car (new),1207,48.0,4 months,4,single,none,7 years,building society savings,24,none,rent,1,1,1,0,yes,skilled employee,female
97.24587458745874,10,repaid,car (new),1309,781.5703794369645,3 years,4,single,guarantor,16 years,building society savings,27,none,own,1,1,1,0,yes,unskilled resident,male
562.0,15,critical,car (used),2360,559.0,3 years,2,single,none,9 months,other,36,none,own,1,0,1,1,yes,skilled employee,male
190.0,15,fully repaid this bank,car (new),6850,219.0,1 years,1,single,none,7 months,building society savings,34,none,own,1,1,2,1,yes,mangement self-employed,male
97.24587458745874,24,repaid,radio/tv,1413,76.0,2 years,4,married,none,4 months,building society savings,28,none,own,1,0,1,0,yes,skilled employee,male
97.24587458745874,39,repaid,car (used),8588,206.0,8 years,4,single,none,7 months,other,45,none,own,1,0,1,1,yes,mangement self-employed,male
-34.0,12,repaid,car (new),759,46.0,7 years,4,single,none,3 months,real estate,26,none,own,1,1,1,0,yes,skilled employee,male
97.24587458745874,36,repaid,car (used),4686,83.0,2 years,2,single,none,11 months,unknown/none,32,none,for free,1,0,1,1,yes,mangement self-employed,male
435.0,15,repaid,business,2687,70.0,7 years,2,single,none,5 years,building society savings,26,none,rent,1,0,1,1,yes,skilled employee,male
108.0,12,delayed,radio/tv,585,30.0,2 years,4,married,co-applicant,12 years,real estate,20,none,rent,2,0,1,0,yes,skilled employee,male
97.24587458745874,24,repaid,car (new),2255,781.5703794369645,6 months,4,single,none,2 years,building society savings,54,none,own,1,0,1,0,yes,skilled employee,male
-32.0,6,critical,car (new),609,65.0,6 years,4,single,none,3 years,building society savings,37,none,own,2,0,1,0,no,skilled employee,female
-38.0,6,critical,car (new),1361,19.0,9 months,2,single,none,13 years,real estate,40,none,own,1,0,2,0,no,unskilled resident,male
97.24587458745874,36,critical,furniture,7127,52.0,0 months,2,single,none,15 years,building society savings,23,none,rent,2,1,1,1,yes,skilled employee,female
-22.0,6,repaid,car (new),1203,199.0,12 years,3,single,none,10 months,building society savings,43,none,own,1,0,1,1,yes,skilled employee,male
97.24587458745874,6,critical,radio/tv,700,781.5703794369645,11 years,4,single,none,20 years,unknown/none,36,none,for free,2,0,1,0,yes,skilled employee,male
97.24587458745874,24,critical,repairs,5507,25.0,13 years,3,single,none,14 years,unknown/none,44,none,for free,2,0,1,0,yes,skilled employee,male
-39.0,18,repaid,radio/tv,3190,89.0,2 years,2,single,none,0 months,real estate,24,none,own,1,1,1,0,yes,skilled employee,female
-24.0,48,fully repaid,furniture,7119,55.0,1 years,3,single,none,22 years,unknown/none,53,none,for free,2,1,2,0,yes,skilled employee,male
97.24587458745874,24,repaid,car (used),3488,361.0,6 years,3,single,none,14 years,other,23,none,own,1,0,1,0,yes,skilled employee,female
22.0,18,repaid,radio/tv,1113,40.0,1 years,4,single,guarantor,17 years,real estate,26,none,own,1,0,2,0,yes,unskilled resident,female
29.0,26,repaid,car (used),7966,86.0,4 months,2,single,none,2 years,other,30,none,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,15,critical,education,1532,410.0,1 years,4,single,none,3 years,other,31,none,own,1,0,1,0,yes,skilled employee,female
97.24587458745874,4,critical,radio/tv,1503,57.0,7 years,2,single,none,2 years,real estate,42,none,own,2,0,2,0,yes,unskilled resident,male
-22.0,36,repaid,radio/tv,2302,73.0,3 years,4,divorced,none,6 years,other,31,none,rent,1,1,1,0,yes,skilled employee,male
-39.0,6,repaid,car (new),662,13.0,11 months,3,single,none,11 years,real estate,41,none,own,1,0,2,1,yes,unskilled resident,male
127.0,36,repaid,education,2273,57.0,4 years,3,single,none,2 years,other,32,none,own,2,0,2,0,yes,skilled employee,male
192.0,15,repaid,car (new),2631,214.0,3 years,2,single,none,17 years,other,28,none,rent,2,1,1,1,yes,skilled employee,female
97.24587458745874,12,delayed,car (used),1503,17.0,3 years,4,married,none,24 years,real estate,41,none,rent,1,0,1,0,yes,skilled employee,male
97.24587458745874,24,repaid,radio/tv,1311,164.0,6 years,4,married,none,3 years,building society savings,26,none,own,1,0,1,1,yes,skilled employee,male
97.24587458745874,24,repaid,radio/tv,3105,781.5703794369645,3 months,4,single,none,1 months,other,25,none,own,2,0,1,0,yes,skilled employee,male
821.0,21,critical,education,2319,29.0,9 months,2,divorced,none,0 months,other,33,none,rent,1,1,1,0,yes,skilled employee,male
-9.0,6,repaid,car (new),1374,781.5703794369645,1 years,4,single,none,3 years,building society savings,75,none,own,1,0,1,1,yes,mangement self-employed,female
71.0,18,critical,furniture,3612,19.0,11 years,3,single,none,17 years,building society savings,37,none,own,1,0,1,1,yes,skilled employee,female
-43.0,48,repaid,car (new),7763,19.0,11 years,4,single,none,8 years,unknown/none,42,bank,for free,1,1,1,0,yes,mangement self-employed,male
782.0,18,repaid,furniture,3049,5.0,7 months,1,single,none,2 years,building society savings,45,stores,own,1,0,1,0,yes,unskilled resident,female
2.0,12,repaid,radio/tv,1534,57.0,3 months,1,married,none,0 months,real estate,23,none,rent,1,1,1,0,yes,skilled employee,male
97.24587458745874,24,delayed,car (new),2032,71.0,13 years,4,single,none,8 years,unknown/none,60,none,for free,2,0,1,1,yes,skilled employee,male
-22.0,30,repaid,furniture,6350,781.5703794369645,15 years,4,single,none,21 years,building society savings,31,none,own,1,1,1,0,yes,skilled employee,male
989.0,18,repaid,furniture,2864,80.0,3 years,2,single,none,0 months,real estate,34,none,own,1,1,2,0,yes,unskilled resident,male
97.24587458745874,12,critical,car (new),1255,4.0,19 years,4,single,none,14 years,real estate,61,none,own,2,0,1,0,yes,unskilled resident,male
-8.0,24,delayed,car (new),1333,38.0,1 years,4,single,none,11 months,real estate,43,none,for free,2,1,2,0,yes,skilled employee,male
97.24587458745874,24,critical,car (new),2022,80.0,3 years,4,single,none,8 years,other,37,none,own,1,0,1,1,yes,skilled employee,female
97.24587458745874,24,repaid,radio/tv,1552,76.0,7 years,3,single,none,2 years,other,32,bank,own,1,0,2,0,yes,skilled employee,male
-27.0,12,fully repaid this bank,radio/tv,626,46.0,2 years,4,single,none,8 years,real estate,24,bank,own,1,1,1,0,yes,unskilled resident,female
97.24587458745874,48,critical,car (used),8858,781.5703794369645,4 years,2,single,none,2 years,unknown/none,35,none,for free,2,0,1,1,yes,skilled employee,male
97.24587458745874,12,critical,repairs,996,781.5703794369645,6 years,4,single,none,12 years,real estate,23,none,own,2,0,1,0,yes,skilled employee,female
97.24587458745874,6,fully repaid this bank,radio/tv,1750,516.0,12 years,2,single,none,9 years,building society savings,45,bank,own,1,0,2,0,yes,unskilled resident,male
-33.0,48,repaid,radio/tv,6999,51.0,5 years,1,married,guarantor,0 months,real estate,34,none,own,2,1,1,1,yes,skilled employee,male
94.0,12,critical,car (new),1995,483.0,10 months,4,single,none,2 years,other,27,none,own,1,0,1,0,yes,skilled employee,male
138.0,9,repaid,education,1199,37.0,6 years,4,single,none,23 years,building society savings,67,none,own,2,0,1,1,yes,mangement self-employed,female
102.0,12,repaid,radio/tv,1331,50.0,7 months,2,single,none,0 months,other,22,stores,own,1,1,1,0,yes,skilled employee,male
33.0,18,fully repaid,car (new),2278,406.0,1 months,3,single,none,1 years,other,28,none,own,2,1,1,0,yes,skilled employee,female
97.24587458745874,21,fully repaid,car (new),5003,781.5703794369645,3 years,1,single,none,8 years,building society savings,29,bank,own,2,1,1,1,yes,skilled employee,female
-5.0,24,fully repaid this bank,furniture,3552,50.0,6 years,3,single,none,22 years,other,27,bank,own,1,1,1,0,yes,skilled employee,male
115.0,18,critical,furniture,1928,80.0,9 months,2,single,none,5 months,real estate,31,none,own,2,1,1,0,yes,unskilled resident,male
-22.0,24,repaid,car (used),2964,781.5703794369645,13 years,4,single,none,24 years,unknown/none,49,bank,for free,1,0,2,1,yes,skilled employee,male
-1.0,24,fully repaid this bank,radio/tv,1546,22.0,4 years,4,single,guarantor,24 years,other,24,bank,rent,1,1,1,0,yes,unskilled resident,male
376.0,6,delayed,radio/tv,683,32.0,9 months,2,single,none,2 years,building society savings,29,bank,own,1,0,1,0,yes,skilled employee,female
82.0,36,repaid,car (new),12389,781.5703794369645,3 years,1,single,none,5 years,unknown/none,37,none,for free,1,1,1,1,yes,skilled employee,male
85.0,24,delayed,business,4712,781.5703794369645,3 years,4,single,none,10 months,building society savings,37,bank,own,2,0,1,1,yes,mangement self-employed,male
150.0,24,delayed,radio/tv,1553,205.0,4 years,3,single,none,1 months,building society savings,23,none,rent,2,0,1,1,yes,skilled employee,female
-2.0,12,repaid,car (new),1372,52.0,7 years,2,divorced,none,4 years,other,36,none,own,1,1,1,0,yes,skilled employee,male
97.24587458745874,24,critical,radio/tv,2578,19342.0,15 years,2,single,none,0 months,other,34,none,own,1,0,1,0,yes,skilled employee,male
38.0,48,repaid,radio/tv,3979,781.5703794369645,6 years,4,single,none,2 years,other,41,none,own,2,0,2,1,yes,skilled employee,male
-13.0,48,repaid,radio/tv,6758,14.0,2 years,3,single,none,0 months,other,31,none,own,1,1,1,1,yes,skilled employee,female
-2.0,24,repaid,furniture,3234,74.0,0 months,4,single,none,9 years,real estate,23,none,rent,1,1,1,1,yes,unskilled resident,female
97.24587458745874,30,critical,radio/tv,5954,15.0,4 years,3,single,co-applicant,0 months,other,38,none,own,1,0,1,0,yes,skilled employee,male
97.24587458745874,24,repaid,car (used),5433,781.5703794369645,1 years,2,single,none,6 years,building society savings,26,none,rent,1,0,1,1,yes,mangement self-employed,female
-6.0,15,repaid,business,806,95.0,1 years,4,single,none,16 years,building society savings,22,none,own,1,0,1,0,yes,unskilled resident,female
181.0,9,repaid,radio/tv,1082,19.0,18 years,4,single,none,22 years,other,27,none,own,2,0,1,0,yes,unskilled resident,male
97.24587458745874,15,critical,furniture,2788,97.0,4 years,2,single,co-applicant,4 years,other,24,bank,own,2,0,1,0,yes,skilled employee,female
102.0,12,repaid,radio/tv,2930,36.0,7 years,2,single,none,2 years,real estate,27,none,own,1,0,1,0,yes,skilled employee,female
97.24587458745874,24,critical,education,1927,781.5703794369645,1 years,3,single,none,8 months,other,33,none,own,2,0,1,1,yes,skilled employee,female
140.0,36,critical,car (new),2820,11.0,11 months,4,divorced,none,24 years,other,27,none,own,2,1,1,0,yes,skilled employee,male
97.24587458745874,24,repaid,retraining,937,1.0,9 months,4,married,none,2 years,other,27,none,own,2,0,1,0,yes,unskilled resident,male
79.0,18,critical,car (new),1056,90.0,10 years,3,single,guarantor,4 years,real estate,30,bank,own,2,1,1,0,yes,skilled employee,male
76.0,12,critical,car (new),3124,6.0,8 months,1,single,none,3 years,real estate,49,bank,own,2,0,2,0,yes,unskilled resident,male
97.24587458745874,9,repaid,furniture,1388,30.0,1 years,4,single,none,6 months,real estate,26,none,rent,1,0,1,0,yes,skilled employee,female
196.0,36,repaid,repairs,2384,47.0,8 months,4,single,none,0 months,unknown/none,33,none,rent,1,1,1,0,yes,unskilled resident,male
97.24587458745874,12,repaid,car (new),2133,781.5703794369645,17 years,4,single,none,24 years,unknown/none,52,none,for free,1,0,1,1,yes,mangement self-employed,female
-41.0,18,repaid,furniture,2039,0.0,3 years,1,single,none,9 years,real estate,20,bank,rent,1,1,1,0,yes,skilled employee,female
-24.0,9,critical,car (new),2799,31.0,1 years,2,single,none,5 months,real estate,36,none,rent,2,0,2,0,yes,skilled employee,male
-38.0,12,repaid,furniture,1289,92.0,1 years,4,single,guarantor,2 years,building society savings,21,none,own,1,0,1,0,yes,unskilled resident,male
-31.0,18,repaid,domestic appliances,1217,1.0,3 years,4,married,none,3 years,real estate,47,none,own,1,1,1,1,yes,unskilled resident,male
-6.0,12,critical,furniture,2246,17.0,9 years,3,single,none,4 years,building society savings,60,none,own,2,1,1,0,yes,skilled employee,male
-21.0,12,critical,radio/tv,385,60.0,5 years,4,single,none,3 years,real estate,58,none,own,4,0,1,1,yes,unskilled resident,female
14.0,24,delayed,car (new),1965,781.5703794369645,2 years,4,single,none,19 years,other,42,none,rent,2,0,1,1,yes,skilled employee,female
97.24587458745874,21,repaid,business,1572,19485.0,7 years,4,single,none,12 years,real estate,36,bank,own,1,0,1,0,yes,unskilled resident,female
131.0,24,repaid,car (new),2718,53.0,1 years,3,single,none,20 years,building society savings,20,none,rent,1,1,1,1,yes,unskilled resident,female
-8.0,24,fully repaid this bank,others,1358,781.5703794369645,13 years,4,single,none,4 years,other,40,stores,own,1,1,1,1,yes,mangement self-employed,male
16.0,6,fully repaid this bank,car (new),931,213.0,9 months,1,single,none,0 months,building society savings,32,stores,own,1,1,1,0,yes,unskilled resident,female
-11.0,24,repaid,car (new),1442,89.0,6 years,4,single,none,7 years,other,23,none,rent,2,1,1,0,yes,skilled employee,female
71.0,24,fully repaid,business,4241,24.0,3 years,1,single,none,20 years,real estate,36,none,own,3,1,1,1,yes,unskilled resident,male
97.24587458745874,18,critical,car (new),2775,13.0,4 years,2,single,none,8 months,building society savings,31,bank,own,2,1,1,0,yes,skilled employee,male
97.24587458745874,24,delayed,business,3863,98.0,2 years,1,single,none,3 months,unknown/none,32,none,for free,1,0,1,0,yes,skilled employee,male
5.0,7,repaid,radio/tv,2329,82.0,8 months,1,single,guarantor,2 years,real estate,45,none,own,1,0,1,0,yes,skilled employee,female
177.0,9,repaid,furniture,918,86.0,1 years,4,single,none,0 months,building society savings,30,none,own,1,1,1,0,yes,skilled employee,female
187.0,24,fully repaid this bank,education,1837,89.0,7 years,4,single,none,23 years,unknown/none,34,bank,for free,1,1,1,0,yes,unskilled resident,female
97.24587458745874,36,repaid,furniture,3349,0.0,1 years,4,single,none,5 months,other,28,none,own,1,1,1,1,yes,mangement self-employed,female
553.0,10,repaid,furniture,1275,42.0,0 months,4,single,none,11 months,building society savings,23,none,own,1,0,1,0,yes,skilled employee,female
-42.0,24,fully repaid this bank,furniture,2828,557.0,1 years,4,single,none,23 years,real estate,22,stores,own,1,0,1,1,yes,skilled employee,male
97.24587458745874,24,critical,business,4526,60.0,2 years,3,single,none,5 months,real estate,74,none,own,1,0,1,1,yes,mangement self-employed,male
70.0,36,repaid,radio/tv,2671,241.0,1 years,4,single,co-applicant,5 years,unknown/none,50,none,for free,1,1,1,0,yes,skilled employee,female
97.24587458745874,18,repaid,radio/tv,2051,0.0,6 months,4,single,none,2 years,real estate,33,none,own,1,0,1,0,yes,skilled employee,male
97.24587458745874,15,repaid,car (used),1300,781.5703794369645,10 years,4,single,none,18 years,unknown/none,45,bank,for free,1,0,2,0,yes,skilled employee,male
